PLAYER_NAME,TEAM_ABBREVIATION,FANTASY_RANK_SCORE,FANTASY_RANK_PERCENTILE,FANTASY_POINTS_PER_MIN,PCT_MINUTES_PLAYED,GP,AVG_MINUTES,FANTASY_POINTS,AVG_FANTASY_PPG
DeAndre Jordan,DEN,0.31993606210299586,35.390946502057616,0.6443478260869565,14.61521739130435,92,11.805652173913042,696.5,7.5713043478260875
Gary Payton II,GSW,0.3189158584361325,35.18518518518518,0.5484905660377358,20.949056603773585,106,15.15754716981132,880.5,8.305094339622642
Jordan Goodwin,LAL,0.31883406512142587,34.97942386831276,0.5265116279069768,22.42279069767442,86,18.58406976744186,842.5,9.793720930232558
Quinten Post,GSW,0.3185741648771438,34.77366255144033,0.6,17.42,42,16.33,412.5,9.82
Jordan Nwora,TOR,0.3183914759838248,34.5679012345679,0.59,18.07,52,13.68,420.5,8.09
GG Jackson,MEM,0.31785333738900423,34.36213991769547,0.5023376623376623,23.91805194805195,77,21.96896103896104,875.5,11.368701298701298
Lonnie Walker IV,PHI,0.3177538201320194,34.15637860082305,0.5274358974358975,22.207948717948717,78,19.073589743589743,784.0,10.055897435897435
Omer Yurtseven,UTA,0.3172191187826548,33.95061728395062,0.65,13.85,48,11.36,356.0,7.419999999999999
Chimezie Metu,DET,0.316231987673403,33.744855967078195,0.53,21.82,51,16.84,459.0,9.0
Malaki Branham,SAS,0.31613920002669305,33.53909465020576,0.42237704918032787,29.079754098360656,122,16.56770491803279,812.5,6.663114754098361
De'Anthony Melton,BKN,0.3160766823368238,33.33333333333333,0.514090909090909,22.873181818181816,44,26.00681818181818,589.5,13.398636363636363
Jamison Battle,TOR,0.3156620687205089,33.1275720164609,0.46,26.47,59,17.66,475.0,8.05
AJ Green,MIL,0.3145063488802192,32.92181069958848,0.39604651162790694,30.62875968992248,129,17.624883720930235,872.0,6.75984496124031
Richaun Holmes,WAS,0.3138974044148483,32.71604938271605,0.6429577464788733,13.857323943661973,71,15.325774647887325,710.5,10.008028169014084
Mo Bamba,NOP,0.3134085579843208,32.510288065843625,0.6128089887640449,15.82573033707865,89,12.964831460674159,709.5,7.974157303370787
Tre Mann,CHA,0.31286490413106255,32.30452674897119,0.5351851851851852,20.99462962962963,54,24.19074074074074,700.5,12.96888888888889
Johnny Juzang,UTA,0.31273244303255865,32.098765432098766,0.44857142857142857,26.829047619047618,84,19.542380952380952,734.0,8.735238095238095
Ricky Council IV,PHI,0.31270142333283296,31.893004115226336,0.4857142857142857,24.314666666666668,105,14.651428571428573,725.5,6.912952380952381
Justin Edwards,PHI,0.31205479171262696,31.68724279835391,0.41,29.34,44,26.24,478.5,10.88
Talen Horton-Tucker,CHI,0.3111403060177386,31.48148148148148,0.52,21.777522935779817,109,15.89559633027523,897.0,8.231834862385321
Daniel Theis,NOP,0.30938621434838515,31.275720164609055,0.5144897959183674,21.90244897959184,98,16.692857142857143,844.5,8.617755102040816
Tidjane Salaün,CHA,0.30898465524823343,31.069958847736622,0.37,31.61,60,20.74,464.5,7.74
Tristan Vukcevic,WAS,0.3086783731253627,30.864197530864196,0.6744444444444444,10.993333333333332,45,14.795555555555554,449.0,9.97888888888889
Robert Williams III,POR,0.30841767628025535,30.65843621399177,0.7246153846153847,7.5661538461538465,26,18.08230769230769,340.0,13.072307692307694
Danté Exum,DAL,0.3083794897844074,30.45267489711934,0.49933333333333335,22.784666666666666,75,19.463333333333335,726.5,9.685333333333332
Vít Krejčí,ATL,0.30831936998422826,30.246913580246915,0.4670886075949367,24.955189873417723,79,21.44253164556962,771.0,9.76
Aaron Holiday,HOU,0.307910695281032,30.04115226337449,0.4377142857142857,26.882571428571428,140,14.724428571428572,896.0,6.401428571428572
Ja'Kobe Walter,TOR,0.30755871882371055,29.835390946502056,0.42,28.029999999999998,52,21.220000000000002,468.0,9.0
Lonzo Ball,CHI,0.30627735937187855,29.629629629629626,0.54,19.74,35,22.2,420.5,12.01
Cody Martin,CHA,0.3032318023174969,29.4238683127572,0.43925925925925935,26.118148148148144,81,23.78197530864198,833.0,10.27975308641975
Jeff Green,HOU,0.3029174975276006,29.218106995884774,0.43327272727272725,26.478363636363635,110,15.488727272727274,725.0,6.588909090909091
Ryan Rollins,MIL,0.29967079053810436,29.01234567901235,0.5627536231884058,17.270434782608696,69,13.00217391304348,481.5,6.978115942028985
Jock Landale,HOU,0.29925184880485456,28.80658436213992,0.5728571428571428,16.528571428571425,98,12.892857142857142,720.0,7.35
Kris Murray,POR,0.29597719022596547,28.600823045267486,0.36473282442748095,30.131068702290076,131,18.23679389312977,873.5,6.6679389312977095
Josh Okogie,CHA,0.2939892947757881,28.39506172839506,0.49599999999999994,20.98,100,15.847999999999999,783.5,7.832000000000001
Oso Ighodaro,PHX,0.2923472799632112,28.189300411522634,0.41,26.56,61,17.14,430.5,7.06
Jaden Hardy,DAL,0.28709470764174283,27.983539094650205,0.43369230769230765,24.218,130,14.589153846153847,821.0,6.316999999999999
Malachi Flynn,CHA,0.286791869928852,27.77777777777778,0.4789041095890411,21.120000000000005,73,12.611917808219177,442.5,6.058630136986301
Taylor Hendricks,UTA,0.2862599843329898,27.572016460905353,0.48883720930232555,20.373720930232558,43,21.649302325581395,455.0,10.581162790697675
David Roddy,HOU,0.2825025654508508,27.36625514403292,0.43714285714285717,23.33704081632653,98,16.193979591836733,669.5,6.835204081632654
Mouhamed Gueye,ATL,0.2761083357707476,27.160493827160494,0.5953846153846154,11.741538461538463,39,15.523076923076923,360.0,9.229999999999999
Craig Porter Jr.,CLE,0.27583542569056574,26.954732510288064,0.5499999999999999,14.77,102,11.395,641.0,6.284999999999999
Jeff Dowtin Jr.,PHI,0.27488614676993156,26.74897119341564,0.5739622641509434,13.016792452830188,53,14.39056603773585,435.5,8.217735849056606
Torrey Craig,BOS,0.27472628833138524,26.543209876543212,0.4629113924050633,20.49873417721519,79,17.24253164556962,622.5,7.875696202531646
Seth Curry,CHA,0.2745217925719659,26.337448559670783,0.4325,22.525000000000002,112,14.979642857142855,727.0,6.488214285714286
Jontay Porter,TOR,0.2742486526456611,26.13168724279835,0.63,9.14,26,13.84,227.0,8.73
Bruno Fernando,TOR,0.2732464453336699,25.925925925925924,0.5619354838709678,13.598225806451612,62,13.366774193548387,460.0,7.418548387096773
Jared McCain,PHI,0.27295890425595976,25.720164609053498,0.54,15.039999999999997,23,25.729999999999997,319.0,13.87
Vasilije Micić,PHX,0.27167869405591055,25.514403292181072,0.37752475247524747,25.839009900990103,101,19.413267326732672,743.5,7.364950495049504
Nick Smith Jr.,CHA,0.2714718656239725,25.308641975308642,0.3554054054054054,27.304594594594597,111,18.895405405405405,757.5,6.826756756756756
Gabe Vincent,LAL,0.2706333915083309,25.102880658436217,0.24879518072289158,34.39072289156626,83,21.020481927710843,437.5,5.271566265060241
Killian Hayes,BKN,0.27010067492500606,24.897119341563787,0.4175,22.915000000000003,48,24.373749999999998,492.0,10.2475
Noah Clowney,BKN,0.2689853173572322,24.691358024691358,0.4466666666666667,20.786666666666665,69,20.466666666666665,615.0,8.913333333333332
Josh Richardson,MIA,0.2665591122933077,24.485596707818928,0.3907843137254902,24.22078431372549,51,24.558235294117647,501.5,9.835882352941178
Danilo Gallinari,MIL,0.2653218045726159,24.279835390946502,0.51,15.99,49,12.84,319.0,6.51
Orlando Robinson,MIA,0.2641171013646348,24.074074074074073,0.5335000000000001,14.232,80,13.422999999999998,567.5,7.089499999999999
Julian Strawther,DEN,0.2615866313052988,23.868312757201647,0.3556521739130435,25.893478260869564,115,16.77130434782609,686.5,5.968695652173913
Dwight Powell,DAL,0.2604667033831962,23.662551440329217,0.47203389830508474,17.87076271186441,118,11.755169491525425,663.5,5.625254237288136
Sasha Vezenkov,SAC,0.2583554962689826,23.456790123456788,0.54,12.979999999999999,42,12.17,276.5,6.58
Gui Santos,GSW,0.25824550483448894,23.25102880658436,0.5078481012658228,15.13721518987342,79,12.071518987341772,473.0,5.986582278481014
Ben Sheppard,IND,0.25694417139674774,23.045267489711936,0.341,26.228749999999998,120,17.03575,703.0,5.85825
Garrison Mathews,ATL,0.2561560716097361,22.839506172839506,0.37991150442477883,23.488053097345134,113,16.119734513274334,696.5,6.163628318584071
Thaddeus Young,PHX,0.25510546722389316,22.633744855967077,0.56,11.17,33,13.32,247.0,7.48
Jae Crowder,SAC,0.2549323307429986,22.42798353909465,0.3508474576271186,25.27949152542373,59,21.32677966101695,450.5,7.635762711864406
Marcus Smart,MEM,0.25459249182187993,22.22222222222222,0.47888888888888886,16.578888888888887,54,23.798888888888886,615.0,11.387407407407409
Joe Ingles,MIN,0.25444896356561525,22.016460905349795,0.3710344827586207,23.847126436781608,87,14.746206896551724,521.0,5.991379310344827
Jarred Vanderbilt,LAL,0.2533910811225742,21.810699588477366,0.5032307692307693,14.76446153846154,65,17.87446153846154,582.5,8.960615384615386
Bismack Biyombo,SAS,0.24873485629348235,21.604938271604937,0.45529411764705885,17.34705882352941,68,19.398823529411764,595.0,8.74529411764706
Troy Brown Jr.,DET,0.2481416961188591,21.39917695473251,0.4,21.0,59,14.01,332.0,5.63
Lamar Stevens,MEM,0.24672229849307523,21.193415637860085,0.5445454545454546,11.031818181818181,55,12.991454545454545,393.5,7.155818181818182
Marcus Morris Sr.,CLE,0.24644032819804623,20.98765432098765,0.4,20.76,49,16.67,327.5,6.68
Dāvis Bertāns,CHA,0.24465994012335396,20.781893004115226,0.45,17.13,43,15.68,304.5,7.08
Jacob Gilyard,BKN,0.2441936899098995,20.5761316872428,0.44,17.74,41,17.03,309.5,7.550000000000001
Delon Wright,NYK,0.2436218360106503,20.37037037037037,0.44103448275862067,17.589425287356324,87,15.816781609195402,608.0,6.984137931034483
Lindy Waters III,OKC,0.2433309348949344,20.16460905349794,0.48711111111111116,14.434666666666665,90,11.761111111111111,481.5,5.3468888888888895
Keita Bates-Diop,BKN,0.2428876818725072,19.958847736625515,0.45,16.88,53,12.540000000000001,298.0,5.62
Monté Morris,MIN,0.24200348865582297,19.753086419753085,0.4984615384615385,13.480384615384615,78,13.420384615384615,527.0,6.758076923076923
Jae'Sean Tate,HOU,0.24051854321466817,19.54732510288066,0.3811111111111111,21.201111111111114,117,13.843333333333334,602.5,5.147777777777778
Jevon Carter,CHI,0.2390204736545012,19.34156378600823,0.4,19.713333333333335,108,12.26,510.0,4.723333333333334
Dominick Barlow,ATL,0.23764493417208074,19.1358024691358,0.5397058823529413,10.078382352941176,68,11.680588235294117,428.5,6.304558823529412
Antonio Reeves,NOP,0.2372464375665803,18.930041152263374,0.44,16.76,44,14.990000000000002,292.5,6.65
Gary Harris,ORL,0.23615968897432899,18.72427983539095,0.30176470588235293,25.948235294117648,102,19.685882352941178,626.5,6.142941176470588
Dalen Terry,CHI,0.23536068364589152,18.51851851851852,0.36446969696969694,21.59810606060606,132,12.634999999999998,610.5,4.6252272727272725
Justin Holiday,DEN,0.23535958443982533,18.31275720164609,0.36,21.9,58,14.86,309.0,5.33
Robert Covington,PHI,0.23515250607496996,18.106995884773664,0.5,12.41,29,16.84,242.0,8.34
Brandon Boston,LAC,0.2348800611460628,17.901234567901234,0.4151351351351351,18.10648648648649,74,18.083243243243242,586.0,7.918918918918919
Aleksej Pokusevski,CHA,0.23456632747438497,17.695473251028808,0.53,10.3,28,14.48,214.5,7.660000000000001
Collin Gillespie,DEN,0.2338132400314192,17.48971193415638,0.5447368421052632,9.197894736842107,57,12.047368421052632,390.0,6.841052631578949
Brandon Williams,DAL,0.2334798661196488,17.28395061728395,0.5448000000000001,9.146600000000001,50,11.9992,350.5,7.0102
Svi Mykhailiuk,BOS,0.23288949853601754,17.078189300411523,0.46075949367088603,14.742531645569619,79,14.856455696202532,533.5,6.755569620253166
Oshae Brissett,PHI,0.23200061597634794,16.872427983539097,0.4581967213114753,14.79032786885246,61,12.664918032786886,349.0,5.724262295081968
Markelle Fultz,SAC,0.2300830439771584,16.666666666666664,0.42046875,17.069375,64,17.09125,480.5,7.51015625
Bones Hyland,MIN,0.2293064804220999,16.46090534979424,0.5129508196721312,10.71016393442623,61,12.770491803278686,387.0,6.345081967213115
KJ Simpson,CHA,0.22695361726257746,16.255144032921812,0.35,21.39,36,23.39,297.5,8.26
Shake Milton,NYK,0.22576613066290196,16.049382716049383,0.3934285714285714,18.287714285714287,105,13.499714285714283,563.5,5.369142857142857
Blake Wesley,SAS,0.22573557910610592,15.843621399176955,0.37,19.866638655462186,119,13.10252100840336,577.0,4.8515966386554625
Julian Phillips,CHI,0.22410992858406983,15.637860082304528,0.33957983193277314,21.69302521008403,119,12.1427731092437,510.5,4.2899159663865545
Derrick Rose,MEM,0.2239218518328359,15.432098765432098,0.51,10.15,24,16.64,203.5,8.48
Jericho Sims,NYK,0.22390174111458355,15.22633744855967,0.43081632653061225,15.498163265306122,98,12.410510204081632,524.5,5.3556122448979595
Zeke Nnaji,DEN,0.22268932859132778,15.020576131687244,0.4350434782608696,15.041478260869566,115,10.29678260869565,512.0,4.453913043478261
Reed Sheppard,HOU,0.22188229190954462,14.814814814814813,0.41000000000000003,16.62,52,12.58,268.0,5.15
Landry Shamet,NYK,0.22114580357830482,14.609053497942387,0.37437499999999996,18.92354166666667,96,15.498333333333333,561.5,5.849791666666667
Olivier-Maxence Prosper,DAL,0.2185893891838831,14.40329218106996,0.4699999999999999,12.10086956521739,92,10.003913043478262,435.0,4.731739130434782
KJ Martin,PHI,0.21740789875973654,14.19753086419753,0.34,20.719223300970874,103,16.097087378640776,561.0,5.4491262135922325
Caleb Houstan,ORL,0.21487675668722334,13.991769547325102,0.33991452991452986,20.36794871794872,117,13.705982905982905,550.0,4.699316239316238
Quenton Jackson,IND,0.21475254953725903,13.786008230452676,0.5112903225806451,8.769354838709676,31,12.632580645161289,195.5,6.3025806451612905
Andre Jackson Jr.,MIL,0.21367209368068016,13.580246913580247,0.3408064516129033,20.13774193548387,124,12.52008064516129,529.0,4.264193548387096
Micah Potter,UTA,0.21332902062253115,13.37448559670782,0.4307407407407407,14.011851851851853,54,16.506666666666668,378.5,7.00962962962963
Xavier Tillman,BOS,0.21260408670763914,13.168724279835391,0.3762068965517242,17.5948275862069,87,13.858620689655172,519.5,5.971724137931034
Ajay Mitchell,OKC,0.21160319405463346,12.962962962962962,0.41,15.17,36,16.58,245.5,6.82
Pelle Larsson,MIA,0.21138772675190876,12.757201646090536,0.34,19.87,55,14.22,263.5,4.79
Doug McDermott,SAC,0.2105319857146556,12.551440329218108,0.3760377358490566,17.313962264150945,106,11.752641509433964,470.5,4.439056603773585
JT Thor,WAS,0.20951440082477502,12.345679012345679,0.3848192771084338,16.576987951807226,83,12.409277108433736,393.0,4.734698795180722
Chris Duarte,CHI,0.2084167900953319,12.139917695473251,0.41157894736842104,14.613815789473685,76,10.45078947368421,297.5,3.9114473684210522
Kevin Knox II,GSW,0.20742242178475778,11.934156378600823,0.47088888888888886,10.465555555555556,45,14.308666666666666,271.5,6.032444444444444
Tosan Evbuomwan,DET,0.20700956856680866,11.728395061728394,0.41733333333333333,14.026444444444445,45,22.922666666666665,434.5,9.659777777777778
Cam Spencer,MEM,0.20698998909120958,11.522633744855968,0.53,6.41,25,10.09,133.0,5.32
Keaton Wallace,ATL,0.20388707421741023,11.316872427983538,0.43,12.73,31,16.17,216.0,6.97
Rob Dillingham,MIN,0.20179034641317675,11.11111111111111,0.42,13.11,49,10.529999999999998,214.5,4.38
Skylar Mays,LAL,0.20127505814262564,10.905349794238683,0.45,11.01,38,11.4,195.5,5.14
Jalen Pickett,DEN,0.19849018843119806,10.699588477366255,0.42934210526315786,12.01315789473684,76,10.370657894736842,344.0,4.525
Elfrid Payton,NOP,0.19607821177721596,10.493827160493826,0.41,12.979999999999999,24,21.28,211.0,8.79
Ousmane Dieng,OKC,0.19584178816096434,10.2880658436214,0.45642857142857135,9.809142857142856,70,10.996571428571428,351.5,5.020142857142857
Cam Reddish,LAL,0.19379808730551712,10.08230452674897,0.28777777777777774,20.91777777777778,81,19.424444444444447,456.0,5.631481481481481
Maxi Kleber,LAL,0.19302107874013552,9.876543209876543,0.307012987012987,19.508311688311686,77,19.59,468.0,6.081558441558442
Javon Freeman-Liberty,TOR,0.19102594238449716,9.670781893004115,0.44,10.24,22,18.32,177.0,8.05
A.J. Lawson,DAL,0.19089435528149848,9.465020576131687,0.4491176470588235,9.60529411764706,68,11.724411764705883,370.0,5.440588235294118
DaQuan Jeffries,NYK,0.19086079472697676,9.25925925925926,0.29078125,20.30046875,64,17.460937500000004,349.5,5.45828125
Mike Muscala,OKC,0.18821751496730188,9.053497942386832,0.36,15.25,53,11.32,217.5,4.1
Baylor Scheierman,BOS,0.18755231621283752,8.847736625514404,0.44,9.75,31,12.38,167.0,5.39
Jared Rhoden,DET,0.18254245508106345,8.641975308641975,0.4848387096774194,6.013225806451613,31,15.195806451612901,232.5,7.5
Jamal Cain,MIA,0.1820235880144557,8.436213991769549,0.42174603174603176,10.203650793650795,63,12.078412698412698,321.5,5.103015873015873
Nassir Little,PHX,0.18178834720715698,8.23045267489712,0.4,11.640000000000002,45,10.18,183.0,4.07
Devin Carter,SAC,0.18016879575284647,8.024691358024691,0.42,10.06,36,11.0,165.0,4.58
Ish Smith,CHA,0.17999144037074988,7.818930041152264,0.29,18.82,43,17.23,212.0,4.93
Cody Williams,UTA,0.17992588355193842,7.613168724279835,0.17,26.92,50,21.19,185.0,3.7
Dillon Jones,OKC,0.17942711404310202,7.4074074074074066,0.35999999999999993,14.01,54,10.21,200.0,3.7
Jaylen Clark,MIN,0.1789008996360823,7.20164609053498,0.37,13.26,40,13.05,193.0,4.82
Bryce McGowens,POR,0.17527393371947414,6.995884773662551,0.2848611111111111,18.501805555555553,72,12.686666666666666,294.5,4.090555555555556
Evan Fournier,DET,0.17495009711449966,6.790123456790123,0.34,14.73,32,18.11,197.5,6.17
Devonte' Graham,SAS,0.17479205680674095,6.584362139917696,0.43999999999999995,7.95,23,13.61,139.0,6.039999999999999
Terrence Shannon Jr.,MIN,0.17468025824345587,6.378600823045268,0.43,8.61,32,10.59,146.0,4.56
Dru Smith,MIA,0.17247025274385533,6.172839506172839,0.4721739130434782,5.448260869565217,23,17.35217391304348,188.5,8.197826086956521
Trey Jemison III,LAL,0.17215360197055896,5.967078189300412,0.37761904761904763,11.793333333333333,63,15.335873015873018,384.0,6.096190476190476
Cory Joseph,GSW,0.1718318056391009,5.761316872427984,0.3621052631578947,12.796315789473685,76,11.93921052631579,332.0,4.369736842105263
Leaky Black,CHA,0.16961706271426846,5.555555555555555,0.44,7.22,26,10.93,126.0,4.85
Lester Quinones,NOP,0.16856878993553479,5.349794238683128,0.41700000000000004,8.6264,50,11.557,242.0,4.8427999999999995
Colin Castleton,LAL,0.16816094934140383,5.1440329218107,0.4347619047619048,7.368571428571429,42,11.694285714285716,217.5,5.177142857142857
Colby Jones,SAC,0.16773321526027468,4.938271604938271,0.40217391304347827,9.510434782608696,69,10.23913043478261,296.5,4.293913043478261
Chuma Okeke,CLE,0.1670718294510262,4.732510288065844,0.39339285714285716,10.010535714285714,56,11.224642857142856,274.0,4.896071428571429
AJ Johnson,WAS,0.16155995456194372,4.526748971193416,0.29,16.22,29,22.01,184.5,6.36
Trevelin Queen,ORL,0.15837714165026837,4.320987654320987,0.3926666666666667,8.833111111111112,45,13.223555555555556,238.0,5.292
Trent Forrest,ATL,0.15461549853124762,4.11522633744856,0.36,10.51,38,10.89,149.5,3.93
Rayan Rupert,POR,0.1496176747394261,3.909465020576132,0.3042857142857143,13.569999999999999,91,12.01142857142857,322.5,3.5428571428571427
Taj Gibson,DET,0.14388092942500205,3.7037037037037033,0.36631578947368426,8.568947368421053,57,10.762280701754387,227.0,3.9792982456140353
Dariq Whitehead,BKN,0.14299225716249575,3.4979423868312756,0.4063636363636364,5.737272727272727,22,12.271818181818183,111.0,5.04090909090909
Wesley Matthews,ATL,0.14010203683461836,3.292181069958848,0.33,10.49,36,11.47,135.0,3.75
Danuel House Jr.,PHI,0.13823703598080056,3.0864197530864197,0.29,12.93,34,14.97,150.0,4.41
Johnny Davis,WAS,0.13705009208952787,2.880658436213992,0.3047619047619048,11.765,84,10.181428571428572,244.5,2.9111904761904763
Kobe Bufkin,ATL,0.13684146912898854,2.674897119341564,0.41481481481481486,4.298518518518519,27,11.837407407407408,133.0,4.927777777777778
Isaiah Wong,IND,0.13119417582660792,2.4691358024691357,0.37142857142857144,6.433809523809525,21,12.851428571428569,104.5,4.971428571428571
Patty Mills,LAC,0.12717714536915586,2.263374485596708,0.31901639344262295,9.409016393442624,61,12.067213114754098,232.0,3.8019672131147537
Reece Beekman,BKN,0.12149599195633873,2.05761316872428,0.27,11.92,36,13.04,127.0,3.53
Jalen McDaniels,WAS,0.11600015116233764,1.8518518518518516,0.2474074074074074,12.67148148148148,54,10.09851851851852,130.0,2.407037037037037
Jaylen Nowell,NOP,0.1070300223475803,1.646090534979424,0.34238095238095234,4.988095238095238,21,18.180952380952384,129.5,6.166190476190477
P.J. Tucker,NYK,0.10653153307011448,1.440329218106996,0.24647058823529414,11.399117647058823,34,16.00764705882353,132.5,3.8997058823529414
Yuta Watanabe,MEM,0.10148306661385026,1.2345679012345678,0.23,11.8,34,13.66,105.0,3.09
Isaiah Livers,DET,0.09761408055877004,1.02880658436214,0.21999999999999997,11.93,23,20.41,102.5,4.46
Ibou Badji,POR,0.09205744903196866,0.823045267489712,0.3,5.74,22,10.26,67.5,3.07
Onuralp Bitim,CHI,0.06610879192694921,0.6172839506172839,0.23,6.81,23,11.65,60.5,2.63
Nathan Mensah,CHA,0.04910324254266592,0.411522633744856,0.18,7.79,25,12.27,54.5,2.18
Jalen Hood-Schifino,LAL,0.0045829285583007294,0.205761316872428,0.12916666666666668,4.945,36,11.769166666666667,97.0,2.690833333333333
